Epoch,BM-TA,BM-TCA,BM-SA,AM-TA,AM-TCA,AM-SA
82,75.02183406,72.92576419,93.51183159,83.27074236,82.62008734,96.26229256
83,74.75982533,72.92139738,93.20067609,83.65502183,83.11790393,96.09326982
84,75.07860262,72.72489083,93.36585741,84.3231441,83.52401747,96.36216964
85,73.69432314,71.81222707,93.08927474,83.87336245,83.55458515,95.96650277
86,74.93886463,73.18340611,93.2314075,84.20960699,83.49781659,96.33527966
87,76.00873362,73.52838428,93.33128457,83.9650655,83.20524017,96.35448679
88,76.34061135,73.52401747,93.42732022,83.27947598,82.74672489,95.72833436
89,74.64628821,73.08296943,93.40811309,82.069869,81.19650655,96.25460971
90,74.24454148,72.41921397,93.35817455,84.00436681,83.41921397,96.25845114
91,75.12663755,72.41484716,93.17378611,83.05676856,82.27074236,95.7052858
92,74.88209607,71.52838428,93.335126,82.25764192,81.74672489,95.96650277
93,75.15283843,72.76419214,93.30055317,83.46724891,82.74235808,96.14704978
94,74.89956332,72.5371179,93.1430547,84.19650655,83.49781659,96.23540258
95,74.44541485,71.6069869,93.06622618,83.90393013,82.94323144,96.4159496
96,74.6069869,72.23144105,93.06622618,82.21834061,81.02620087,96.21619545
97,75.58078603,73.19650655,93.36201598,83.6419214,83.05240175,96.08174554
98,75.66375546,73.58078603,93.35433313,82.8209607,82.069869,95.99723417
99,73.73799127,71.94759825,93.08159189,82.17467249,81.24017467,96.18162262
100,76.15283843,73.96069869,93.59250154,82.05676856,81.59388646,96.30070682
